50	-752.627257	1036.535072	283.907814	102.879233
100	-697.376587	981.276634	283.900047	104.211617
150	-695.257278	979.184962	283.927684	107.353140
200	-709.286619	993.206466	283.919847	109.794115
250	-738.284749	1022.214285	283.929536	113.131840
300	-764.463585	1048.387303	283.923717	115.909161
350	-764.838722	1048.760819	283.922097	117.649914
400	-756.904104	1040.830377	283.926273	117.992072
450	-754.266795	1038.202686	283.935891	118.524601
500	-801.009969	1084.954955	283.944986	121.893664
550	-788.938626	1072.880416	283.941791	120.644304
600	-789.839097	1073.791754	283.952658	120.053692
650	-781.998852	1065.926217	283.927365	120.036259
700	-796.069618	1080.004414	283.934796	121.779609
750	-804.277621	1088.208762	283.931141	123.297067
800	-799.375511	1083.304119	283.928608	122.576396
850	-789.012741	1072.937144	283.924403	122.231324
900	-814.470341	1098.386660	283.916320	123.839359
950	-815.753051	1099.683233	283.930182	123.698255
1000	-806.822686	1090.747593	283.924906	123.845227
1050	-819.606484	1103.543584	283.937100	124.507151
1100	-814.383174	1098.316324	283.933150	124.285440
1150	-821.418899	1105.355090	283.936190	124.763381
1200	-813.947477	1097.879940	283.932462	123.992353
1250	-802.790353	1086.702383	283.912030	122.846027
1300	-787.685753	1071.604370	283.918617	121.900776
1350	-809.374190	1093.285195	283.911006	123.342905
1400	-802.953987	1086.856265	283.902278	123.152899
1450	-798.680720	1082.592971	283.912251	123.110929
1500	-809.356991	1093.263644	283.906653	124.521076
1550	-810.841929	1094.738159	283.896230	124.047109
1600	-813.675381	1097.573170	283.897789	123.756882
1650	-821.031146	1104.932545	283.901399	124.566191
1700	-795.015880	1078.923240	283.907360	123.034187
1750	-828.030762	1111.923395	283.892633	125.637026
1800	-808.047076	1091.940005	283.892929	124.025445
1850	-811.660965	1095.560702	283.899736	124.395405
1900	-831.524221	1115.429065	283.904844	124.915381
1950	-802.752127	1086.658710	283.906583	122.540889
2000	-817.539447	1101.427796	283.888349	124.140107
2050	-807.056423	1090.933321	283.876898	124.239564
2100	-811.016752	1094.886240	283.869488	124.632545
2150	-789.169814	1073.029374	283.859560	122.655184
2200	-806.846386	1090.704234	283.857848	123.943330
2250	-808.836090	1092.685919	283.849829	123.826885
2300	-822.279626	1106.118003	283.838377	124.743859
2350	-827.012934	1110.834388	283.821454	124.561079
2400	-826.813668	1110.618844	283.805176	124.135930
2450	-824.626885	1108.447329	283.820444	124.990135
2500	-828.831586	1112.637700	283.806114	124.874433
2550	-842.206781	1125.999750	283.792969	126.439468
2600	-821.161083	1104.927903	283.766820	124.544243
2650	-810.539308	1094.323675	283.784368	122.954233
2700	-835.913893	1119.691203	283.777310	124.188980
2750	-829.461110	1113.230667	283.769557	123.544080
2800	-817.154350	1100.919786	283.765436	122.818618
2850	-846.823916	1130.590562	283.766646	125.135410
2900	-837.817448	1121.559099	283.741651	124.700513
2950	-868.035616	1151.767989	283.732373	126.935878
3000	-871.332456	1155.053033	283.720577	126.336982
3050	-866.170921	1149.900336	283.729415	126.732536
3100	-872.090530	1155.816730	283.726200	127.298070
3150	-873.155055	1156.879378	283.724323	127.348541
3200	-860.343845	1144.072143	283.728298	126.456727
3250	-872.695504	1156.420684	283.725181	127.421047
3300	-865.737376	1149.454816	283.717440	127.718589
3350	-874.170915	1157.888605	283.717690	128.039208
3400	-836.563175	1120.289232	283.726056	125.021412
3450	-836.393345	1120.133815	283.740470	124.729284
3500	-825.110299	1108.859774	283.749475	124.003379
3550	-783.349099	1067.099270	283.750171	121.490255
3600	-795.432321	1079.215000	283.782679	122.276137
3650	-798.897401	1082.653933	283.756532	122.850090
3700	-811.223291	1094.996798	283.773507	123.674814
3750	-784.573599	1068.368289	283.794690	121.815447
3800	-791.482072	1075.287566	283.805494	122.076572
3850	-795.258674	1079.084531	283.825857	122.419912
3900	-813.138944	1096.953995	283.815051	123.505286
3950	-795.982843	1079.767002	283.784159	122.985634
4000	-808.377129	1092.185976	283.808847	123.936349
