4050	-808.039269	1091.742891	283.703623	123.837754
4100	-801.692658	1085.418289	283.725631	123.686133
4150	-803.828399	1087.403225	283.574826	122.903481
4200	-805.992994	1089.576738	283.583744	123.173444
4250	-770.020276	1053.606327	283.586051	120.834136
4300	-791.785738	1075.383186	283.597448	122.684226
4350	-824.473132	1107.459890	282.986757	125.282186
4400	-803.956229	1086.936424	282.980195	123.395873
4450	-785.079793	1068.077391	282.997599	122.872654
4500	-796.535879	1079.527209	282.991330	123.803213
4550	-778.219820	1061.217993	282.998173	122.404323
4600	-782.195947	1064.657882	282.461935	122.569161
4650	-775.002351	1057.454318	282.451968	121.841890
4700	-791.029907	1073.494405	282.464498	122.257330
4750	-774.623796	1057.092888	282.469092	122.617310
4800	-791.653564	1074.138001	282.484437	122.827699
4850	-787.305441	1069.803852	282.498411	123.035201
4900	-806.452128	1088.955349	282.503222	123.476590
4950	-793.360369	1075.723989	282.363620	122.490063
5000	-814.697257	1097.029257	282.332000	124.258895
5050	-795.001737	1077.348416	282.346680	122.893394
5100	-788.316963	1070.661477	282.344515	123.201789
5150	-802.121811	1084.460587	282.338776	124.038916
5200	-797.544775	1079.888560	282.343785	123.826454
5250	-808.009628	1090.161256	282.151628	124.671344
5300	-786.335574	1068.470502	282.134928	123.461819
5350	-804.731434	1086.861043	282.129608	123.798112
5400	-810.733598	1092.872679	282.139081	124.287464
5450	-791.065608	1073.212388	282.146781	123.300992
5500	-799.174057	1081.336628	282.162571	123.173327
5550	-800.110168	1082.258123	282.147955	122.543172
5600	-782.411636	1064.574857	282.163221	121.479028
5650	-780.467065	1062.619590	282.152525	121.620823
5700	-787.855872	1070.017454	282.161582	122.496496
5750	-762.717207	1044.874544	282.157337	121.705044
5800	-768.088608	1051.764635	283.676027	121.219471
5850	-765.566307	1049.228452	283.662145	121.247515
5900	-763.436275	1047.115830	283.679555	120.570614
5950	-754.260172	1037.958192	283.698019	120.577262
6000	-767.887616	1051.570951	283.683335	121.457164
6050	-751.712933	1035.409053	283.696121	120.373412
6100	-768.855060	1052.560472	283.705411	121.256339
6150	-748.993393	1032.646650	283.653257	119.640927
6200	-778.373321	1062.029674	283.656353	121.602809
6250	-777.320659	1060.967238	283.646579	121.753502
6300	-783.301616	1066.930133	283.628517	122.105999
6350	-785.863581	1069.506129	283.642548	122.180776
6400	-775.243867	1058.887593	283.643726	121.913954
6450	-781.039045	1064.098174	283.059129	121.855794
6500	-803.510896	1086.553371	283.042475	124.129273
6550	-786.834682	1069.879005	283.044324	123.123093
6600	-795.838120	1078.865545	283.027425	123.596894
6650	-796.371637	1079.387797	283.016161	123.377446
6700	-809.501557	1092.374412	282.872855	124.174284
6750	-785.360076	1068.247822	282.887746	121.872759
6800	-796.916063	1079.766409	282.850346	122.696326
6850	-805.329314	1088.198780	282.869466	123.752004
6900	-780.974570	1063.852426	282.877856	121.880299
6950	-786.208393	1069.058621	282.850228	122.470105
7000	-771.225111	1054.076480	282.851369	121.451100
7050	-814.455212	1096.716235	282.261023	123.847176
7100	-797.157808	1079.345894	282.188086	122.594940
7150	-814.799159	1096.989050	282.189891	123.541804
7200	-809.881735	1092.079274	282.197539	123.057085
7250	-816.488875	1098.658355	282.169480	122.986866
7300	-801.881992	1084.044061	282.162069	121.612645
7350	-811.766209	1093.930806	282.164597	122.371488
7400	-808.112748	1090.256122	282.143373	122.616998
7450	-791.095085	1073.210825	282.115740	121.571892
7500	-796.484984	1078.592817	282.107834	121.351925
7550	-794.547313	1074.215966	279.668652	120.911989
7600	-770.710797	1050.336375	279.625578	120.311966
7650	-778.043792	1057.677035	279.633243	121.012676
7700	-755.047610	1034.703949	279.656339	119.144042
7750	-780.777616	1059.002968	278.225352	120.357739
7800	-778.043053	1056.231468	278.188416	120.994982
7850	-787.483713	1065.697207	278.213494	122.025729
7900	-783.401593	1061.574906	278.173313	121.823444
7950	-775.456638	1052.617440	277.160802	120.800512
8000	-774.110339	1051.054355	276.944016	120.814315
8050	-777.990844	1054.928648	276.937804	120.826735
8100	-771.822516	1048.699892	276.877376	121.172655
8150	-786.991891	1063.887880	276.895989	121.504468
8200	-791.016907	1067.924842	276.907935	122.133647
8250	-799.862769	1076.779853	276.917084	123.212267
8300	-790.045588	1066.968083	276.922495	121.735617
8350	-797.675477	1074.476127	276.800650	122.535959
8400	-776.167875	1052.939036	276.771161	120.813696
8450	-766.565806	1043.262927	276.697121	120.487272
8500	-767.273481	1043.648030	276.374549	120.311245
8550	-788.923998	1064.969590	276.045592	122.066866
8600	-782.850620	1058.910354	276.059734	121.792791
8650	-793.440258	1076.894755	283.454497	122.781915
8700	-792.968898	1076.325437	283.356538	122.269386
8750	-822.397480	1105.716399	283.318919	124.363745
8800	-793.865157	1077.202724	283.337568	123.194803
8850	-826.539341	1109.884888	283.345547	124.799497
8900	-828.140446	1111.503254	283.362808	125.329494
8950	-811.509638	1094.785198	283.275560	123.406705
9000	-818.990918	1101.331789	282.340871	124.628918
9050	-801.245005	1083.527255	282.282250	123.182644
9100	-811.169566	1093.473543	282.303977	123.587770
9150	-784.862289	1067.177627	282.315338	122.617035
9200	-805.336053	1087.654235	282.318182	123.828111
9250	-811.466488	1093.787944	282.321456	124.273530
9300	-778.222447	1060.519491	282.297044	122.295051
9350	-797.330189	1079.446569	282.116379	123.570122
9400	-806.253102	1112.903829	306.650727	123.914661
9450	-778.892450	1085.543770	306.651320	122.453847
9500	-782.323449	1088.946045	306.622596	122.841828
9550	-782.881146	1089.518842	306.637696	123.075161
9600	-791.849380	1098.491896	306.642517	124.347996
9650	-792.183461	1098.835225	306.651764	124.075308
